"Symbol";"Company";"Sector";"Subsector";"Price";"Country";"Volume";"EPS_TTM";"EPS_2016";"EPS_2017";"EPS_2018";"EPS_2019";"EPS_2020";"EPS_2021";"FScore_2016";"FScore_2017";"FScore_2018";"FScore_2019";"FScore_2020";"FScore_TTM";"FScore_2021";"Interest_Coverage_2016";"Interest_Coverage_2017";"Interest_Coverage_2018";"Interest_Coverage_2019";"Interest_Coverage_2020";"Interest_Coverage_TTM";"Interest_Coverage_2021"
"AGXKF";"Anglo Asian Mining PLC";"Basic Materials";"Metals & Mining";1,83;"Azerbaijan";2921;0,2;"0.04";"0.02";"0.14";"0.17";"0.20";NA;"8.00";"6.00";"7.00";"6.00";"8.00";8;NA;2,14;2,87;17,05;25,35;64,13;33,62;NA
"AGZNF";"Aegean Airlines SA";"Industrials";"Transportation";6,05;"Greece";564;-3,13;"0.43";"0.91";"0.98";"1.11";"-3.52";NA;"6.00";"8.00";"7.00";"8.00";"2.00";2;NA;15,07;47,14;77,05;5,36;NA;0;NA
"AHCHF";"Anhui Conch Cement Co Ltd";"Basic Materials";"Building Materials";5,37;"China";1742;0,98;"0.23";"0.45";"0.82";"0.90";"1.01";NA;"7.00";"9.00";"9.00";"5.00";"5.00";5;NA;13,98;27,7;80,54;95,05;94,48;102,12;NA
"AHEXF";"Adecco Group AG";"Industrials";"Business Services";56,28;"Switzerland";478;3,69;"4.47";"5.52";"3.15";"4.97";"-0.74";NA;"6.00";"6.00";"6.00";"7.00";"4.00";8;NA;18,03;21,52;24,61;26,31;15,63;34,33;NA
"AHH";"Armada Hoffler Properties Inc";"Real Estate";"REITs";13,37;"USA";178406;0,24;"0.85";"0.50";"0.36";"0.41";"0.38";NA;"5.00";"4.00";"5.00";"6.00";"6.00";5;NA;1,74;1,86;1,56;1,25;1,4;1,12;NA
"AHOTF";"American Hotel Income Properties REIT LP";"Real Estate";"REITs";3,23;"Canada";6368;-0,59;"0.23";NA;"0.11";"-0.09";"-0.85";NA;"7.00";"3.00";"6.00";"2.00";"4.00";4;NA;1,92;1,67;1,21;1,17;NA;1,46;NA
"AHT";"Ashford Hospitality Trust Inc";"Real Estate";"REITs";14,49;"USA";2832085;-157,15;"-95.00";"-130.00";"-175.20";"-157.70";"-330.00";NA;"5.00";"3.00";"3.00";"5.00";"1.00";2;NA;0,78;0,65;0,48;0,47;NA;0;NA
"AIAGF";"Aurubis AG";"Basic Materials";"Metals & Mining";88;"Germany";245;9,85;"3.04";"9.30";"7.54";"4.71";"7.01";NA;"6.00";"8.00";"4.00";"7.00";"7.00";7;NA;6,46;23,9;21,15;13,24;19,94;0;NA
"AIAPF";"Ascential PLC";"Communication Services";"Media - Diversified";5,79;"UK";1561;0,52;"0.05";"0.06";"0.65";"0.03";"-0.46";NA;"8.00";"5.00";"6.00";"5.00";"3.00";3;NA;5,23;6,32;4,66;3,15;NA;1,8;NA
"AIG";"American International Group Inc";"Financial Services";"Insurance";54,02;"USA";4212206;4,76;"-0.78";"-6.54";"-0.01";"3.74";"-6.88";NA;"3.00";"1.00";"3.00";"6.00";"4.00";6;NA;0,94;2,26;1,2;4,73;NA;1,43;NA
"AIH";"Aesthetic Medical International Holdings Group Ltd";"Healthcare";"Healthcare Providers & Services";4,22;"China";105329;-1,19;"0.13";"-0.20";"-0.65";"-0.33";"-1.66";NA;"N/A";"N/A";"N/A";"6.00";"1.00";1;NA;4,97;10,59;5,81;NA;NA;0;NA
"AIMC";"Altra Industrial Motion Corp";"Industrials";"Industrial Products";59,92;"USA";214881;2,29;"0.97";"1.77";"0.92";"1.97";"-0.39";NA;"5.00";"7.00";"5.00";"5.00";"5.00";8;NA;5,48;11,27;3,19;3,23;3,22;3,88;NA
"AIN";"Albany International Corp";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";78,17;"USA";125421;3,58;"1.64";"1.03";"2.57";"4.10";"3.05";NA;"4.00";"4.00";"8.00";"8.00";"6.00";7;NA;6,6;4,95;7,48;9,98;10,52;13,53;NA
"AIOSF";"Atresmedia Corporacion de Medios de Comunicacion S";"Communication Services";"Media - Diversified";4,35;"Spain";389;0,34;"0.60";"0.75";"0.45";"0.58";"0.13";NA;"7.00";"5.00";"6.00";"6.00";"5.00";8;NA;29,92;25,53;21,64;14,46;5,67;NA;NA
"AIPUY";"Airports Of Thailand PLC";"Industrials";"Transportation";18,62;"Thailand";1879;-0,34;"0.39";"0.44";"0.54";"0.57";"0.10";NA;"7.00";"6.00";"8.00";"5.00";"5.00";1;NA;17,65;21,88;30,58;37,49;9,28;0;NA
"AIQUF";"Air Liquide SA";"Basic Materials";"Chemicals";175,31;"France";1088;6,62;"4.43";"5.53";"5.09";"5.26";"6.25";NA;"6.00";"4.00";"6.00";"6.00";"6.00";6;NA;7,17;6,95;10,31;8,59;9,01;13,84;NA
"AIRC";"Apartment Income REIT Corp";"Real Estate";"REITs";51,45;"USA";618747;-0,73;"3.41";"2.50";"5.37";"3.90";"-0.85";NA;"5.00";"5.00";"6.00";"6.00";"3.00";3;NA;1,26;1,18;0,98;0,83;0,18;0,42;NA
"AIRYY";"Air China Ltd";"Industrials";"Transportation";13,4;"China";2420;-2,6;"1.59";"1.64";"1.54";"1.34";"-3.21";NA;"5.00";"6.00";"6.00";"5.00";"3.00";2;NA;4,81;4,18;4,59;2,98;NA;0;NA
"AIVAF";"Aviva PLC";"Financial Services";"Insurance";5,6;"UK";1344;0,58;"0.19";"0.46";"0.48";"0.83";"0.94";NA;"4.00";"7.00";"7.00";"6.00";"4.00";4;NA;3,16;4,68;5,15;7,69;6,29;1,97;NA
"AIZ";"Assurant Inc";"Financial Services";"Insurance";168,61;"USA";317322;7,61;"9.13";"9.39";"3.98";"5.84";"6.99";NA;"6.00";"6.00";"4.00";"8.00";"6.00";6;NA;15,73;9,98;4,33;6,01;5,93;9,22;NA
"AJG";"Arthur J. Gallagher & Co";"Financial Services";"Insurance";143,45;"USA";1009984;4,46;"2.22";"2.64";"3.40";"3.52";"4.20";NA;"5.00";"6.00";"6.00";"4.00";"7.00";6;NA;4,33;4,12;4,46;4,15;5,3;5,19;NA
"AJRD";"Aerojet Rocketdyne Holdings Inc";"Industrials";"Aerospace & Defense";41,5;"USA";638161;1,57;"0.27";"-0.13";"1.75";"1.69";"1.66";NA;"7.00";"5.00";"7.00";"5.00";"5.00";5;NA;5,06;6,07;7,87;6,67;7,99;14,57;NA
"AKAAF";"Aker ASA";"Energy";"Oil & Gas";69;"Norway";100;5,49;"22.67";"2.46";"1.41";"-2.29";"2.21";NA;"6.00";"5.00";"6.00";"5.00";"7.00";7;NA;1,99;2,16;1,61;NA;0,59;0;NA
"AKAM";"Akamai Technologies Inc";"Technology";"Software";113,02;"USA";1050734;3,51;"1.82";"1.29";"1.76";"2.90";"3.37";NA;"6.00";"6.00";"7.00";"7.00";"4.00";5;NA;25,64;20,84;9,63;11,71;10,15;10,95;NA
"AKO.A";"Embotelladora Andina SA";"Consumer Defensive";"Beverages - Non-Alcoholic";11,78;"Chile";1602;1;"0.82";"1.16";"0.84";"1.41";"1.01";NA;"7.00";"8.00";"6.00";"7.00";"5.00";4;NA;4,02;4,84;5,47;5,91;5,01;4,52;NA
"AKR";"Acadia Realty Trust";"Real Estate";"REITs";21,23;"USA";495208;-0,12;"0.94";"0.73";"0.38";"0.62";"-0.10";NA;"6.00";"4.00";"5.00";"6.00";"4.00";4;NA;0,63;0,54;0,39;0,6;NA;0,41;NA
"AKRTF";"Aker Solutions ASA";"Energy";"Oil & Gas";1,75;"Norway";1400;-0,11;"0.03";"0.10";"0.22";"0.05";"-0.36";NA;"5.00";"7.00";"8.00";"5.00";"4.00";4;NA;2,54;2,38;4;2,09;NA;1,49;NA
"AKU";"Akumin Inc";"Healthcare";"Medical Diagnostics & Research";2,26;"Canada";89877;-0,37;"-0.04";"-0.29";"0.08";"0.14";"-0.29";NA;"N/A";"N/A";"N/A";"6.00";"5.00";4;NA;0,04;0,13;3,01;1,95;0,94;0,93;NA
"AKZOF";"Akzo Nobel NV";"Basic Materials";"Chemicals";120,7;"Netherlands";280;5,47;"4.57";"4.38";"33.37";"2.80";"3.99";NA;"6.00";"5.00";"5.00";"4.00";"8.00";6;NA;7,5;7,78;6,37;9,04;11,6;96;NA
"AL";"Air Lease Corp";"Industrials";"Business Services";39,82;"USA";631156;3,41;"3.44";"6.82";"4.60";"5.09";"4.39";NA;"8.00";"5.00";"3.00";"5.00";"4.00";4;NA;19,75;21,69;20,57;21,05;16,03;10,16;NA
"ALB";"Albemarle Corp";"Basic Materials";"Chemicals";236,98;"USA";1379770;6,17;"5.68";"0.49";"6.34";"5.02";"3.52";NA;"7.00";"6.00";"7.00";"5.00";"4.00";6;NA;8,22;4,96;13,38;11,55;6,92;15,79;NA
"ALC";"Alcon Inc";"Healthcare";"Medical Devices & Instruments";81,99;"Switzerland";836342;0,37;"-0.35";"0.52";"-0.46";"-1.34";"-1.09";NA;"N/A";"N/A";"N/A";"N/A";"4.00";NA;NA;2,77;0,89;NA;1,41;NA;8,57;NA
"ALCO";"Alico Inc";"Consumer Defensive";"Consumer Packaged Goods";37,65;"USA";32798;7,07;"0.84";"-1.14";"1.57";"5.05";"3.16";NA;"7.00";"5.00";"5.00";"8.00";"4.00";5;NA;2,21;NA;1,24;6,34;1,18;7,28;NA
"ALE";"ALLETE Inc";"Utilities";"Utilities - Regulated";67,53;"USA";175386;3,2;"3.14";"3.38";"3.38";"3.59";"3.35";NA;"5.00";"6.00";"5.00";"6.00";"5.00";5;NA;2,94;3,32;2,93;2,77;2,3;1,62;NA
"ALEX";"Alexander & Baldwin Inc";"Real Estate";"REITs";20,74;"USA";281516;0,38;"-0.18";"4.34";"-1.02";"-0.51";"0.08";NA;"4.00";"3.00";"5.00";"4.00";"6.00";6;NA;2,19;1,49;5,69;1,07;0,85;1,99;NA
"ALFVF";"Alfa Laval AB";"Industrials";"Industrial Products";40,75;"Sweden";6818;1,02;"0.59";"0.85";"1.19";"1.39";"1.01";NA;"5.00";"8.00";"7.00";"7.00";"7.00";6;NA;12,34;20,81;29,52;24,58;20,97;18,3;NA
"ALG";"Alamo Group Inc";"Industrials";"Farm & Heavy Construction Machinery";154,72;"USA";23892;6,03;"3.46";"3.79";"6.25";"5.33";"4.78";NA;"6.00";"7.00";"4.00";"3.00";"5.00";5;NA;11,43;18,34;18,4;8,81;5,88;11,77;NA
"ALGGY";"Alliance Global Group Inc";"Industrials";"Conglomerates";10,39;"Philippines";1202;1,1;"1.47";"1.50";"1.53";"1.83";"0.92";NA;"4.00";"6.00";"5.00";"8.00";"4.00";5;NA;6,87;5,82;8,2;6,03;2,77;4,05;NA
"ALGT";"Allegiant Travel Co";"Industrials";"Transportation";188,52;"USA";156344;2,3;"13.29";"12.13";"10.00";"14.26";"-11.53";NA;"5.00";"4.00";"4.00";"7.00";"3.00";5;NA;12,92;6,82;4,53;5,03;0,45;8,36;NA
"ALIZF";"Allianz SE";"Financial Services";"Insurance";234;"Germany";963;24,99;"16.01";"18.02";"19.68";"20.92";"19.85";NA;"6.00";"5.00";"6.00";"8.00";"6.00";6;NA;9,63;9,83;11,05;10,99;10,61;14,76;NA
"ALJJ";"ALJ Regional Holdings Inc";"Industrials";"Business Services";1,26;"USA";53538;-0,11;"0.30";"0.43";"-0.19";"-0.41";"-1.60";NA;"5.00";"6.00";"4.00";"3.00";"4.00";5;NA;1,5;1,3;0,69;0,49;NA;0,53;NA
"ALK";"Alaska Air Group Inc";"Industrials";"Transportation";56,71;"USA";1820451;-4,88;"6.41";"7.75";"3.52";"6.19";"-10.72";NA;"5.00";"5.00";"4.00";"7.00";"3.00";3;NA;47,43;15,4;10,62;17,57;NA;9,22;NA
"ALL";"Allstate Corp";"Financial Services";"Insurance";134,52;"USA";1406280;12,64;"4.67";"9.35";"5.70";"14.03";"17.31";NA;"5.00";"9.00";"5.00";"9.00";"6.00";5;NA;10,34;14,58;8,92;19,62;22,88;20,75;NA
"ALLE";"Allegion PLC";"Industrials";"Business Services";143,08;"Ireland";739015;5,08;"2.36";"2.85";"4.54";"4.26";"3.39";NA;"7.00";"9.00";"7.00";"7.00";"6.00";7;NA;6,75;4,66;9,74;10,2;10,63;11,25;NA
"ALRM";"Alarm.com Holdings Inc";"Technology";"Software";83,33;"USA";201274;1,59;"0.21";"0.59";"0.43";"1.06";"1.53";NA;"4.00";"6.00";"4.00";"5.00";"5.00";5;NA;73,99;15,18;4,18;16,95;21,69;4,03;NA
"ALSN";"Allison Transmission Holdings Inc";"Consumer Cyclical";"Vehicles & Parts";37,46;"USA";746911;3,29;"1.27";"3.36";"4.78";"4.91";"2.62";NA;"6.00";"7.00";"9.00";"5.00";"6.00";5;NA;4,48;6,64;7,63;6,66;3,9;5,57;NA
"ALSRF";"alstria office REIT-AG";"Real Estate";"REITs";20,76;"Germany";2348;1,74;"1.17";"2.19";"3.41";"3.63";"1.16";NA;"5.00";"6.00";"6.00";"4.00";"4.00";5;NA;3,53;4,21;4,74;5,06;4,11;5,42;NA
"ALSSF";"Alsea SAB de CV";"Consumer Cyclical";"Restaurants";1,99;"Mexico";14564;-0,03;"0.06";"0.07";"0.06";"0.06";"-0.19";NA;"7.00";"6.00";"4.00";"5.00";"4.00";5;NA;3,18;2,38;2,02;1,46;NA;1,06;NA
"ALTR";"Altair Engineering Inc";"Technology";"Software";74,07;"USA";197194;-0,09;"0.20";"-1.94";"0.21";"-0.11";"-0.14";NA;"N/A";"N/A";"7.00";"5.00";"5.00";6;NA;6,82;NA;123,22;1,29;1,01;0;NA
"ALV";"Autoliv Inc";"Consumer Cyclical";"Vehicles & Parts";89,11;"Sweden";408563;6,25;"6.42";"4.87";"2.18";"5.29";"2.14";NA;"7.00";"7.00";"3.00";"6.00";"4.00";7;NA;13,36;14,07;10,38;10,44;5,23;7,07;NA
"ALX";"Alexander's Inc";"Real Estate";"REITs";265,96;"USA";17755;13,43;"16.91";"15.74";"6.42";"11.74";"8.19";NA;"6.00";"5.00";"4.00";"5.00";"4.00";5;NA;4,74;3,34;2,26;2,56;2,98;3,54;NA
"AMADF";"Amadeus IT Group SA";"Technology";"Software";60,23;"Spain";593;-1,49;"1.99";"2.71";"2.65";"2.87";"-1.70";NA;"8.00";"6.00";"7.00";"4.00";"3.00";3;NA;18,34;34,87;36,65;34,15;NA;0;NA
"AMAT";"Applied Materials Inc";"Technology";"Semiconductors";136,05;"USA";6863538;5,75;"1.54";"3.25";"2.96";"2.86";"3.92";NA;"7.00";"8.00";"6.00";"5.00";"8.00";9;NA;13,88;19,88;19,19;14,14;18,19;35,32;NA
"AMBBY";"Ambu A/S";"Healthcare";"Medical Devices & Instruments";29,16;"Denmark";2170;0,16;"0.16";"0.20";"0.21";"0.19";"0.15";NA;"8.00";"7.00";"7.00";"4.00";"6.00";8;NA;11,87;13,94;18,16;24;15,29;14,67;NA
"AMBC";"Ambac Financial Group Inc";"Financial Services";"Insurance";14,2;"USA";358025;-3,19;"1.64";"-7.25";"3.99";"-4.69";"-9.47";NA;"5.00";"3.00";"5.00";"3.00";"1.00";3;NA;1,84;NA;2,13;0,32;NA;0,64;NA
"AMC";"AMC Entertainment Holdings Inc";"Communication Services";"Media - Diversified";43,33;"USA";95062843;-16,75;"1.13";"-3.80";"0.41";"-1.44";"-39.15";NA;"6.00";"5.00";"5.00";"5.00";"2.00";3;NA;2,2;0,76;0,91;0,69;NA;0;NA
"AMCX";"AMC Networks Inc";"Communication Services";"Media - Diversified";47,69;"USA";333402;5,97;"3.74";"7.18";"7.57";"6.67";"4.64";NA;"5.00";"5.00";"5.00";"6.00";"5.00";7;NA;6,11;5,65;5,01;4,9;4,33;6,7;NA
"AMD";"Advanced Micro Devices Inc";"Technology";"Semiconductors";111,32;"USA";70608566;2,8;"-0.60";"-0.03";"0.32";"0.30";"2.06";NA;"6.00";"6.00";"7.00";"6.00";"7.00";7;NA;NA;1,01;3,73;6,71;29,13;135,43;NA
"AME";"AMETEK Inc";"Industrials";"Industrial Products";137,12;"USA";888122;3,77;"2.19";"2.94";"3.34";"3.75";"3.77";NA;"5.00";"7.00";"7.00";"6.00";"5.00";5;NA;8,39;9,22;13,09;13,31;11,94;15,49;NA
"AMED";"Amedisys Inc";"Healthcare";"Healthcare Providers & Services";176,21;"USA";337080;7,45;"1.10";"0.88";"3.55";"3.84";"5.52";NA;"7.00";"5.00";"7.00";"7.00";"5.00";7;NA;11,96;21,58;21,05;12,33;20,24;40,44;NA
"AMEH";"Apollo Medical Holdings Inc";"Healthcare";"Healthcare Providers & Services";71,32;"USA";545308;1,3;"-1.59";"-1.49";"0.29";"0.39";"1.01";NA;"3.00";"2.00";"6.00";"6.00";"6.00";7;NA;NA;NA;164,4;7,27;8,47;11,33;NA
"AMFPF";"Amplifon SpA";"Healthcare";"Medical Devices & Instruments";52,04;"Italy";396;0,88;"0.30";"0.53";"0.51";"0.54";"0.54";NA;"6.00";"8.00";"6.00";"5.00";"5.00";7;NA;7,49;8,04;11,47;6,7;5,92;11,5;NA
"AMG";"Affiliated Managers Group Inc";"Financial Services";"Asset Management";171,36;"USA";179999;9,99;"8.57";"12.03";"4.52";"0.31";"4.33";NA;"3.00";"7.00";"7.00";"5.00";"6.00";6;NA;7,54;8,98;9,52;9,15;6,61;8,33;NA
"AMGN";"Amgen Inc";"Healthcare";"Drug Manufacturers";224,13;"USA";2393836;9,83;"10.24";"2.69";"12.62";"12.88";"12.31";NA;"8.00";"6.00";"8.00";"6.00";"7.00";5;NA;7,77;7,65;7,37;7,51;7,24;8,3;NA
"AMH";"American Homes 4 Rent";"Real Estate";"REITs";41,85;"USA";1755875;0,31;"-0.14";"-0.08";"0.08";"0.29";"0.28";NA;"8.00";"5.00";"5.00";"6.00";"6.00";7;NA;1,22;1,81;1,87;1,97;2,14;2,57;NA
"AMIGF";"Admiral Group PLC";"Financial Services";"Insurance";46,91;"UK";333;5,11;"0.98";"1.57";"1.73";"1.94";"2.41";NA;"5.00";"5.00";"4.00";"4.00";"7.00";7;NA;25,42;36,39;32,96;25,28;29,29;51,23;NA
"AMKAF";"A. P. Moller Maersk A/S";"Industrials";"Transportation";2596;"Denmark";10;447;"-93.00";"-58.00";"152.00";"-4.00";"145.00";NA;"3.00";"5.00";"6.00";"4.00";"7.00";9;NA;0,01;0,83;0,1;1,51;4,44;70,66;NA
"AMKR";"Amkor Technology Inc";"Technology";"Semiconductors";27,93;"USA";1178125;1,9;"0.74";"1.10";"0.53";"0.50";"1.40";NA;"8.00";"7.00";"6.00";"4.00";"7.00";7;NA;3,65;3,48;3,27;3,26;7,13;16,4;NA
"AMLYY";"AMP Ltd";"Financial Services";"Asset Management";3,3;"Australia";8385;0,11;"-0.34";"0.89";"0.03";"-2.19";"0.15";NA;"5.00";"5.00";"3.00";"2.00";"5.00";5;NA;1,65;3,8;0,4;NA;1,12;1,88;NA
"AMN";"AMN Healthcare Services Inc";"Healthcare";"Healthcare Providers & Services";110,94;"USA";275985;3,6;"2.15";"2.68";"2.91";"2.40";"1.48";NA;"6.00";"5.00";"7.00";"5.00";"3.00";6;NA;12,39;10,8;12,56;6,22;2,59;9,81;NA
"AMOT";"Allied Motion Technologies Inc";"Technology";"Hardware";34,39;"USA";26839;1,62;"0.67";"0.58";"1.13";"1.20";"0.95";NA;"7.00";"5.00";"5.00";"5.00";"5.00";5;NA;2,93;7,6;8,6;5,73;6,19;8,34;NA
"AMOV";"America Movil SAB de CV";"Communication Services";"Telecommunication Services";19,07;"Mexico";6210;1,49;"0.13";"0.46";"0.79";"1.08";"0.71";NA;"5.00";"7.00";"6.00";"7.00";"6.00";6;NA;2,71;2,66;3,47;3,25;3,3;5,53;NA
"AMP";"Ameriprise Financial Inc";"Financial Services";"Asset Management";272,78;"USA";421210;8,79;"7.81";"9.44";"14.20";"13.92";"12.20";NA;"5.00";"8.00";"9.00";"5.00";"5.00";4;NA;6,68;9,68;8,44;7,38;9,29;17,02;NA
"AMPG";"AmpliTech Group Inc";"Technology";"Hardware";3,76;"USA";123835;-0,38;"0.20";"-0.04";"0.08";NA;"-0.37";NA;"8.00";"2.00";"6.00";"3.00";"2.00";2;NA;29,5;NA;28,42;1,08;NA;0;NA
"AMR";"Alpha Metallurgical Resources Inc";"Basic Materials";"Steel";39;"USA";241259;-12,04;NA;"14.35";"25.54";"-16.82";"-24.42";NA;"N/A";"N/A";"6.00";"3.00";"2.00";5;NA;NA;4,2;6,31;0,28;NA;0,05;NA
"AMRC";"Ameresco Inc";"Industrials";"Construction";68,71;"USA";234833;1,36;"0.26";"0.82";"0.81";"0.93";"1.10";NA;"4.00";"3.00";"2.00";"1.00";"5.00";4;NA;3,09;3,88;3,93;3,21;4,05;NA;NA
"AMRX";"Amneal Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";5,25;"USA";1151834;0,06;NA;NA;"-0.16";"-2.74";"0.61";NA;"N/A";"N/A";"N/A";"4.00";"7.00";8;NA;4,96;3,17;1,66;NA;0,74;2,09;NA
"AMS";"American Shared Hospital Services";"Healthcare";"Healthcare Providers & Services";2,69;"USA";138347;-1,04;"0.17";"0.33";"0.17";"0.11";"-1.14";NA;"7.00";"6.00";"6.00";"6.00";"3.00";5;NA;2,93;2,25;2,14;2,17;NA;3,1;NA
"AMSSY";"ams AG";"Technology";"Semiconductors";10,41;"Austria";2765;-0,31;"0.53";"0.40";"0.24";"1.37";"-0.04";NA;"3.00";"3.00";"5.00";"8.00";"5.00";3;NA;12,54;5,21;0,4;7,05;0,94;0;NA
"AMSYF";"ArcelorMittal SA";"Basic Materials";"Steel";33,9;"Luxembourg";106735;6,18;"1.86";"4.46";"5.04";"-2.42";"-0.64";NA;"6.00";"7.00";"7.00";"3.00";"4.00";5;NA;3,55;6,18;9,52;NA;4,42;8,81;NA
"AMT";"American Tower Corp";"Real Estate";"REITs";291,68;"USA";1332404;4,96;"1.98";"2.67";"2.77";"4.24";"3.79";NA;"6.00";"7.00";"6.00";"6.00";"5.00";7;NA;2,58;2,67;2,89;3,47;3,94;3,97;NA
"AMVMF";"Advanced Metallurgical Group NV";"Basic Materials";"Metals & Mining";35,4;"Netherlands";1000;-0,26;"1.32";"1.80";"2.97";"-1.64";"-1.47";NA;"6.00";"8.00";"8.00";"3.00";"5.00";6;NA;12,92;14,33;7,42;NA;NA;2,2;NA
"AMZN";"Amazon.com Inc";"Consumer Cyclical";"Retail - Cyclical";3421,57;"USA";3190667;57,37;"4.90";"6.15";"20.14";"23.01";"41.83";NA;"7.00";"5.00";"7.00";"4.00";"5.00";8;NA;8,65;4,84;8,77;9,09;13,9;17,71;NA
"AN";"AutoNation Inc";"Consumer Cyclical";"Vehicles & Parts";110,56;"USA";1173307;11,46;"4.15";"4.43";"4.34";"4.97";"4.30";NA;"5.00";"6.00";"7.00";"7.00";"6.00";8;NA;4,63;3,88;3,15;3,4;5,96;17,36;NA
"ANDE";"Andersons Inc";"Consumer Defensive";"Retail - Defensive";30,37;"USA";144681;2,2;"0.41";"1.50";"1.46";"0.55";"0.23";NA;"6.00";"6.00";"3.00";"5.00";"2.00";4;NA;1,39;1,47;1,58;1,36;0,11;4,76;NA
"ANFGF";"Antofagasta PLC";"Basic Materials";"Metals & Mining";20,18;"UK";2271;1,05;"0.16";"0.76";"0.55";"0.51";"0.51";NA;"7.00";"9.00";"7.00";"4.00";"7.00";7;NA;4,96;18,24;10,92;10,47;17,17;49,02;NA
"ANGI";"Angi Inc";"Communication Services";"Interactive Media";10,73;"USA";1088607;-0,08;"0.03";"-0.24";"0.15";"0.07";"-0.01";NA;"7.00";"5.00";"6.00";"6.00";"5.00";5;NA;26,91;NA;5,5;3,36;NA;0;NA
"ANGMF";"Angler Gaming PLC";"Consumer Cyclical";"Travel & Leisure";2,21;"Malta";811;0,18;"0.02";"0.10";"0.07";"0.09";"0.19";NA;"5.00";"6.00";"3.00";"6.00";"7.00";5;NA;104,45;86,19;115,74;19,14;32,61;15,14;NA
"ANIOY";"Acerinox SA";"Basic Materials";"Steel";6,78;"Spain";659;0,55;"0.16";"0.50";"0.49";"-0.12";"0.11";NA;"5.00";"5.00";"6.00";"4.00";"7.00";4;NA;3,66;8,36;9,43;5,47;4,39;NA;NA
"ANIP";"ANI Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";27,4;"USA";55206;-1,42;"0.34";"-0.09";"1.30";"0.50";"-1.88";NA;"5.00";"5.00";"6.00";"5.00";"3.00";5;NA;2,36;2,43;2,4;1,27;NA;0;NA
"ANNSF";"Aena SME SA";"Industrials";"Transportation";158,75;"Spain";125;-2,42;"8.19";"9.72";"10.07";"10.68";"-1.03";NA;"8.00";"9.00";"8.00";"7.00";"3.00";1;NA;12,66;16,95;19,53;22,13;1,24;0,08;NA
"ANPDF";"ANTA Sports Products Ltd";"Consumer Cyclical";"Travel & Leisure";19,89;"China";4666;0,41;"0.14";"0.18";"0.22";"0.28";"0.29";NA;"7.00";"8.00";"4.00";"6.00";"5.00";5;NA;49,76;255,5;113,78;31,09;22,23;25,19;NA
"ANTM";"Anthem Inc";"Healthcare";"Healthcare Plans";370,57;"USA";1029553;17,02;"9.21";"14.35";"14.19";"18.47";"17.98";NA;"6.00";"7.00";"6.00";"8.00";"5.00";5;NA;7,3;6,36;7,73;9,02;8,96;10,93;NA
"AOCIF";"AutoCanada Inc";"Consumer Cyclical";"Vehicles & Parts";37,79;"Canada";163;3,18;"0.07";"1.65";"-2.34";"-0.78";"-0.21";NA;"4.00";"7.00";"3.00";"5.00";"5.00";7;NA;4,45;5,15;1,62;1,82;2,23;5,83;NA
"AOMOY";"MOSENERGO";"Utilities";"Utilities - Independent Power Producers";1,36;"Russia";369;0,18;"0.28";"0.55";"0.39";"0.20";"0.14";NA;"7.00";"8.00";"7.00";"4.00";"6.00";6;NA;9,52;17,73;39,64;26,77;6,65;0;NA
"AON";"Aon PLC";"Financial Services";"Insurance";285,34;"UK";2222621;9,11;"5.16";"4.70";"4.59";"6.37";"8.45";NA;"8.00";"6.00";"7.00";"7.00";"8.00";7;NA;6,42;3,47;5,56;7,09;8,37;8,72;NA
"AOS";"A.O. Smith Corp";"Industrials";"Industrial Products";72,94;"USA";717365;2,72;"1.85";"1.70";"2.58";"2.22";"2.12";NA;"7.00";"6.00";"6.00";"4.00";"5.00";7;NA;61,88;50,46;65,68;42,28;61,36;164,78;NA
"APA";"APA Corp";"Energy";"Oil & Gas";18,66;"USA";7877803;1,78;"-3.71";"3.41";"0.11";"-9.43";"-12.86";NA;"5.00";"7.00";"6.00";"3.00";"3.00";7;NA;NA;1,75;4,96;1,13;0,41;6,06;NA
"APAM";"Artisan Partners Asset Management Inc";"Financial Services";"Asset Management";51,99;"USA";449815;4,6;"1.57";"0.75";"2.84";"2.65";"3.40";NA;"4.00";"7.00";"7.00";"5.00";"7.00";8;NA;20,1;25,02;27,17;25,64;33,17;50,66;NA
"APD";"Air Products & Chemicals Inc";"Basic Materials";"Chemicals";270,2;"USA";891716;8,89;"2.89";"13.65";"6.78";"7.94";"8.49";NA;"5.00";"6.00";"6.00";"7.00";"7.00";4;NA;14;14,81;15,06;15,84;20,47;16,21;NA
"APEMY";"Aperam SA";"Basic Materials";"Steel";61,14;"Luxembourg";620;6,81;"2.60";"4.50";"3.45";"2.02";"2.66";NA;"1.00";"9.00";"7.00";"5.00";"5.00";6;NA;7,92;13,3;32,82;7,67;22,11;NA;NA
"APH";"Amphenol Corp";"Technology";"Hardware";76,93;"USA";2393423;2,26;"1.31";"1.03";"1.93";"1.88";"1.96";NA;"7.00";"5.00";"5.00";"5.00";"4.00";6;NA;17,1;15,51;16,67;13,98;14,3;19,7;NA
