"Symbol";"Company";"Sector";"Subsector";"Price";"Country";"Volume";"EPS_TTM";"EPS_2016";"EPS_2017";"EPS_2018";"EPS_2019";"EPS_2020";"EPS_2021"
"MGAWY";"Megaworld Corp";"Real Estate";"Real Estate";"12,04";"Philippines";917;"1,14";"1.44";"1.65";"1.87";"2.17";"1.18";NA
"MGDDF";"Cie Generale des Etablissements Michelin SA";"Consumer Cyclical";"Vehicles & Parts";"165";"France";965;"12,05";"9.53";"11.05";"10.52";"10.73";"4.27";NA
"MGDPF";"Marathon Gold Corp";"Basic Materials";"Metals & Mining";"2,34";"Canada";49975;"-0,04";"-0.01";"-0.02";"-0.02";"-0.02";"-0.03";NA
"MGEE";"MGE Energy Inc";"Utilities";"Utilities - Regulated";"81,07";"USA";57656;"2,92";"2.18";"2.82";"2.43";"2.51";"2.60";NA
"MGFRF";"MagForce AG";"Healthcare";"Medical Devices & Instruments";"4,8";"Germany";4500;"0,62";"-0.30";"-0.34";"0.19";"-0.35";"0.61";NA
"MGHL";"Morgan Group Holding Co";"Financial Services";"Capital Markets";"5,45";"USA";279;"-3,53";"-2.00";"-2.00";"-1.00";"-3.00";"-2.38";NA
"MGI";"MoneyGram International Inc";"Financial Services";"Credit Services";"9,06";"USA";1966316;"-0,12";"0.24";"-0.47";"-0.37";"-0.85";"-0.10";NA
"MGIC";"Magic Software Enterprises Ltd";"Technology";"Software";"20,69";"Israel";32028;"0,56";"0.27";"0.35";"0.39";"0.26";"0.49";NA
"MGLN";"Magellan Health Inc";"Healthcare";"Healthcare Plans";"94,61";"USA";196428;"11,9";"3.22";"4.51";"0.97";"2.27";"14.98";NA
"MGLUY";"Magazine Luiza SA";"Consumer Cyclical";"Retail - Cyclical";"14,15";"Brazil";601;"0,09";"0.02";"0.08";"0.10";"0.14";"0.05";NA
"MGM";"MGM Resorts International";"Consumer Cyclical";"Travel & Leisure";"42,4";"USA";5769354;"-2,55";"1.92";"3.34";"0.81";"3.88";"-2.02";NA
"MGNI";"Magnite Inc";"Communication Services";"Media - Diversified";"28,43";"USA";2035041;"0,1";"-0.39";"-3.17";"-1.23";"-0.48";"-0.55";NA
"MGNX";"Macrogenics Inc";"Healthcare";"Biotechnology";"23,56";"USA";452196;"-2,2";"-1.69";"-0.54";"-4.19";"-3.16";"-2.47";NA
"MGP";"MGM Growth Properties LLC";"Real Estate";"REITs";"40,79";"USA";1525291;"1,37";"0.52";"0.67";"0.94";"0.97";"0.59";NA
"MGPI";"MGP Ingredients Inc";"Basic Materials";"Agriculture";"64,59";"USA";78021;"3,11";"1.82";"2.44";"2.17";"2.27";"2.37";NA
"MGPUF";"M&G PLC";"Financial Services";"Asset Management";"2,79";"UK";3345;"0,03";"0.55";"0.55";"0.02";"0.56";"0.59";NA
"MGRC";"McGrath RentCorp";"Industrials";"Business Services";"69,36";"USA";88994;"3,97";"1.60";"6.34";"3.24";"3.93";"4.16";NA
"MGROF";"MustGrow Biologics Corp";"Basic Materials";"Agriculture";"2,23";"Canada";21653;"-0,06";NA;"-0.01";"-0.06";"-0.05";"-0.07";NA
"MGRUF";"Morguard Real Estate Investment Trust";"Real Estate";"REITs";"5,09";"Canada";796;"-1,9";"0.70";"0.82";"0.83";"0.18";"-4.49";NA
"MGTA";"Magenta Therapeutics Inc";"Healthcare";"Biotechnology";"6,4";"USA";231041;"-1,43";"-0.45";"-1.65";"-3.13";"-2.07";"-1.71";NA
"MGTX";"MeiraGTx Holdings PLC";"Healthcare";"Biotechnology";"13,85";"USA";75867;"-1,42";"-1.02";"-3.72";"-4.47";"-1.65";"-1.54";NA
"MGY";"Magnolia Oil & Gas Corp";"Energy";"Oil & Gas";"15,26";"USA";1453589;"1,06";"0.29";"2.20";NA;"0.28";"-7.27";NA
"MGYOY";"MOL Hungarian Oil and Gas PLC";"Energy";"Oil & Gas";"3,31";"Hungary";500;"0,82";"0.60";"0.73";"0.72";"0.52";"-0.04";NA
"MGYR";"Magyar Bancorp Inc";"Financial Services";"Banks";"10,63";"USA";36345;"0,92";"0.19";"0.24";"0.35";"0.51";"0.38";NA
"MHGU";"Meritage Hospitality Group Inc";"Consumer Cyclical";"Restaurants";"22,35";"USA";2307;"2,73";"1.09";"1.46";"1.85";"1.27";"1.58";NA
"MHGVY";"Mowi ASA";"Consumer Defensive";"Consumer Packaged Goods";"26,89";"Norway";21825;"1,16";"1.27";"1.02";"1.31";"1.02";"0.28";NA
"MHH";"Mastech Digital Inc";"Industrials";"Business Services";"17,02";"USA";22153;"0,83";"0.28";"0.16";"0.60";"0.99";"0.83";NA
"MHIVF";"Invesque Inc";"Healthcare";"Healthcare Providers & Services";"2,23";"Canada";8213;"-1,76";"0.30";"0.50";"-0.24";"-0.10";"-3.30";NA
"MHK";"Mohawk Industries Inc";"Consumer Cyclical";"Furnishings, Fixtures & Appliances";"197,56";"USA";407638;"14,54";"12.48";"12.98";"11.47";"10.30";"7.22";NA
"MHLD";"Maiden Holdings Ltd";"Financial Services";"Insurance";"3,1";"Bermuda";119871;"1,73";"0.19";"-2.32";"-6.87";"-1.59";"0.93";NA
"MHO";"M/I Homes Inc";"Consumer Cyclical";"Homebuilding & Construction";"65";"USA";269185;"11,65";"1.84";"2.26";"3.70";"4.48";"8.23";NA
"MHPSY";"MHP SE";"Consumer Defensive";"Consumer Packaged Goods";"5,65";"Ukraine";1000;"1,44";"0.50";"1.90";"1.17";"2.04";"-1.28";NA
"MHSDF";"Megacable Holdings SAB de CV";"Communication Services";"Media - Diversified";"3,44";"Mexico";29275;"0,1";"0.22";"0.23";"0.26";"0.26";"0.25";NA
"MIC";"Macquarie Infrastructure Corp";"Industrials";"Transportation";"39,63";"USA";992141;"-10,46";"1.85";"5.13";"1.60";"1.82";"-10.67";NA
"MICR";"Micron Solutions Inc";"Healthcare";"Medical Devices & Instruments";"3,03";"USA";3108;"1,05";"-0.25";"-0.48";"-0.39";"-0.74";"0.39";NA
"MICT";"MICT Inc";"Technology";"Hardware";"1,79";"USA";1548486;"-0,93";"-0.97";"-1.14";"-0.28";"-0.39";"-0.83";NA
"MIDD";"The Middleby Corp";"Industrials";"Industrial Products";"184,42";"USA";472550;"5,76";"4.98";"5.26";"5.70";"6.33";"3.76";NA
"MILTY";"Mills Estruturas e Servicos de Engenharia SA";"Industrials";"Construction";"1,75";"Brazil";4785;"0,04";"-0.19";"-0.26";"-0.15";"-0.06";NA;NA
"MINM";"Minim Inc";"Technology";"Hardware";"2,17";"USA";748011;"-0,11";"-0.21";"-0.09";"-0.01";"-0.18";"-0.15";NA
"MITC";"MeaTech 3D Ltd";"Consumer Defensive";"Consumer Packaged Goods";"5,85";"Israel";36596;"0";"0.52";"-0.86";"-1.17";"-0.22";"-3.08";NA
"MITK";"Mitek Systems Inc";"Technology";"Software";"22,45";"USA";475134;"0,26";"0.06";"0.40";"-0.33";"-0.02";"0.18";NA
"MITO";"Stealth BioTherapeutics Corp";"Healthcare";"Biotechnology";"1,26";"Cayman Islands";219531;"-0,96";"-3.00";"-4.07";"-2.93";"-2.28";"-1.20";NA
"MITT";"AG Mortgage Investment Trust Inc";"Real Estate";"REITs";"10,7";"USA";221809;"11,05";"5.40";"11.31";"-1.26";"7.17";"-36.72";NA
"MKC";"McCormick & Co Inc";"Consumer Defensive";"Consumer Packaged Goods";"85,66";"USA";939327;"2,79";"1.85";"1.86";"3.50";"2.62";"2.78";NA
"MKEAF";"Mauna Kea Technologies SA";"Healthcare";"Medical Devices & Instruments";"1,4";"France";2875;"-0,49";"-0.58";"-0.58";"-0.58";"-0.67";"-0.51";NA
"MKGAF";"Merck KGaA";"Healthcare";"Drug Manufacturers";"241,85";"Germany";105;"7,5";"3.96";"7.09";"8.83";"3.38";"5.56";NA
"MKL";"Markel Corp";"Financial Services";"Insurance";"1264,78";"USA";34713;"189,4";"31.27";"25.81";"-9.55";"129.07";"55.63";NA
"MKLNF";"M1 Kliniken AG";"Healthcare";"Healthcare Providers & Services";"11,73";"Germany";1127;"0,63";"0.35";"0.45";"0.44";"0.62";"0.45";NA
"MKSI";"MKS Instruments Inc";"Technology";"Hardware";"147,42";"USA";454247;"8,57";"1.94";"6.16";"7.14";"2.55";"6.33";NA
"MKTX";"MarketAxess Holdings Inc";"Financial Services";"Capital Markets";"481,9";"USA";177460;"7,57";"3.34";"3.89";"4.57";"5.40";"7.85";NA
"MLCO";"Melco Resorts and Entertainment Ltd";"Consumer Cyclical";"Travel & Leisure";"13,31";"Hong Kong";4097065;"-1,99";"0.35";"0.69";"0.67";"0.77";"-2.65";NA
"MLFNF";"Maple Leaf Foods Inc";"Consumer Defensive";"Consumer Packaged Goods";"21,86";"Canada";5972;"0,92";"0.99";"0.97";"0.59";"0.46";"0.71";NA
"MLI";"Mueller Industries Inc";"Industrials";"Industrial Products";"44,73";"USA";194041;"4,43";"1.74";"1.49";"1.82";"1.79";"2.47";NA
"MLLCF";"Molecular Partners AG";"Healthcare";"Biotechnology";"20,73";"Switzerland";1366;"-2,74";"-0.89";"-1.24";"-1.76";"-1.72";"-2.83";NA
"MLLGF";"Mullen Group Ltd";"Industrials";"Transportation";"10,43";"Canada";789;"0,57";"0.39";"0.49";"-0.31";"0.52";"0.50";NA
"MLLNF";"Malin Corporation PLC";"Healthcare";"Biotechnology";"7,64";"Ireland";5368;"2,25";"-2.24";"-2.79";"-1.15";"-0.13";"2.30";NA
"MLLUY";"Metallurgical Corp of China Ltd";"Industrials";"Construction";"7,64";"China";258;"1,19";"0.72";"0.79";"0.76";"0.77";"0.98";NA
"MLM";"Martin Marietta Materials Inc";"Basic Materials";"Building Materials";"385,34";"USA";287498;"12,29";"6.63";"11.25";"7.43";"9.74";"11.54";NA
"MLP";"Maui Land & Pineapple Co Inc";"Real Estate";"Real Estate";"10,98";"USA";12996;"-0,02";"1.15";"0.57";"0.03";"-0.54";"-0.14";NA
"MLR";"Miller Industries Inc.";"Consumer Cyclical";"Vehicles & Parts";"37";"USA";23449;"2,47";"1.75";"2.02";"2.96";"3.43";"2.62";NA
"MLRYY";"Mail.ru Group Ltd";"Communication Services";"Interactive Media";"19,29";"Cyprus";1104;"-1,06";"0.90";"0.19";"-0.53";"1.37";"-1.28";NA
"MLSPF";"Melrose Industries PLC";"Industrials";"Industrial Products";"2,45";"UK";12405;"0,38";"-0.04";"-0.02";"-0.17";"-0.02";"-0.16";NA
"MLSS";"Milestone Scientific Inc";"Healthcare";"Medical Devices & Instruments";"1,83";"USA";228988;"-0,08";"-0.22";"-0.16";"-0.21";"-0.16";"-0.12";NA
"MLVF";"Malvern Bancorp Inc";"Financial Services";"Banks";"18,45";"USA";5350;"1,11";"1.90";"0.90";"1.13";"1.22";"0.08";NA
"MLYBY";"Malayan Banking Bhd";"Financial Services";"Banks";"6,1";"Malaysia";13021;"0,34";"0.30";"0.35";"0.36";"0.36";"0.29";NA
"MMAC";"MMA Capital Holdings Inc";"Financial Services";"Banks";"27,77";"USA";44037;"1,21";"6.67";"3.31";"10.10";"17.18";"1.44";NA
"MMC";"Marsh & McLennan Companies Inc";"Financial Services";"Insurance";"156,46";"USA";1796593;"4,86";"3.38";"2.87";"3.23";"3.41";"3.94";NA
"MMI";"Marcus & Millichap Inc";"Real Estate";"Real Estate";"39,29";"USA";88212;"1,89";"1.66";"1.32";"2.22";"1.95";"1.08";NA
"MMLP";"Martin Midstream Partners LP";"Energy";"Oil & Gas";"3,11";"USA";151856;"-0,44";"0.65";"0.44";"1.11";"-4.44";"-0.17";NA
"MMM";"3M Co";"Industrials";"Industrial Products";"196,17";"USA";2131405;"10,17";"8.16";"7.93";"8.89";"7.81";"9.25";NA
"MMNNF";"Munters Group AB";"Industrials";"Industrial Products";"9,05";"Sweden";1100;"0,37";"0.05";"0.17";"-0.06";"-0.10";"0.28";NA
"MMP";"Magellan Midstream Partners LP";"Energy";"Oil & Gas";"49,66";"USA";1144879;"4,01";"3.52";"3.81";"5.84";"4.46";"3.62";NA
"MMRTY";"Massmart Holdings Ltd";"Consumer Cyclical";"Retail - Cyclical";"7,9";"South africa";14620;"-1,08";"0.86";"1.03";"0.56";"-0.83";"-1.08";NA
"MMS";"Maximus Inc";"Industrials";"Business Services";"86,45";"USA";284974;"4,85";"2.69";"3.17";"3.35";"3.72";"3.39";NA
"MMSI";"Merit Medical Systems Inc";"Healthcare";"Medical Devices & Instruments";"71,57";"USA";227681;"0,5";"0.45";"0.55";"0.78";"0.10";"-0.18";NA
"MMX";"Maverix Metals Inc";"Basic Materials";"Metals & Mining";"4,54";"Canada";137559;"0,27";"-0.30";"0.03";"0.02";"-0.07";"0.17";NA
"MN";"Manning & Napier Inc";"Financial Services";"Asset Management";"9,45";"USA";44966;"0,16";"0.11";"0.05";"0.04";"0.02";"0.05";NA
"MNARF";"Morguard North American Residential Real Estate In";"Real Estate";"REITs";"14,61";"Canada";171;"2,1";"0.75";"3.73";"3.80";"1.50";"3.51";NA
"MNAT";"Marquette National Corp";"Financial Services";"Banks";"37,2";"USA";6628;"6,14";"1.35";"1.65";"2.34";"3.56";"5.41";NA
"MNBO";"MNB Holdings Corp";"Financial Services";"Banks";"34,15";"USA";1074;"-2,54";"3.75";"4.04";"5.25";"5.12";"-2.54";NA
"MNBP";"Mars Bancorp Inc";"Financial Services";"Banks";"20,62";"USA";227;"1,39";"0.82";"0.64";"1.13";"1.15";"1.24";NA
"MNDJF";"Mandalay Resources Corp";"Basic Materials";"Metals & Mining";"1,99";"Canada";5108;"0,49";"-0.50";"-0.90";"-1.41";"-0.23";"0.10";NA
"MNDO";"MIND C.T.I. Ltd";"Technology";"Software";"3,2";"Israel";57779;"0,28";"0.22";"0.29";"0.27";"0.25";"0.27";NA
"MNGPF";"Man Group PLC";"Financial Services";"Asset Management";"2,8";"UK";5382;"0,23";"-0.16";"0.15";"0.17";"0.18";"0.09";NA
"MNHFF";"Mayr-Melnhof Karton AG";"Consumer Cyclical";"Packaging & Containers";"207,39";"Austria";1;"8,27";"8.09";"9.15";"9.31";"10.54";"9.81";NA
"MNKD";"MannKind Corp";"Healthcare";"Biotechnology";"4,71";"USA";2442917;"-0,35";"1.36";"-1.13";"-0.60";"-0.27";"-0.26";NA
"MNMB";"Merchants & Marine Bancorp Inc";"Financial Services";"Banks";"43";"USA";408;"1,47";"3.77";"2.65";"3.21";"3.12";"3.02";NA
"MNOV";"MediciNova Inc";"Healthcare";"Biotechnology";"3,88";"USA";200565;"-0,23";"-0.33";"-0.32";"-0.36";"-0.30";"-0.31";NA
"MNPR";"Monopar Therapeutics Inc";"Healthcare";"Biotechnology";"4,99";"USA";87196;"-0,67";"-0.11";"-1.59";"-0.31";"-0.45";"-0.58";NA
"MNR";"Monmouth Real Estate Investment Corp";"Real Estate";"REITs";"18,85";"USA";937311;"0,65";"0.31";"0.32";"0.49";"0.12";"-0.50";NA
"MNSB";"MainStreet Bancshares Inc";"Financial Services";"Banks";"23,38";"USA";9901;"3,07";"0.87";"0.81";"1.38";"1.69";"1.85";NA
"MNTHY";"Minth Group Ltd";"Consumer Cyclical";"Vehicles & Parts";"86,27";"China";1534;"3,63";"4.38";"5.34";"4.18";"4.18";"3.70";NA
"MNTV";"Momentive Global Inc";"Technology";"Software";"19,69";"USA";538417;"-0,72";"-0.63";"-0.20";"-1.43";"-0.56";"-0.65";NA
"MNTX";"Manitex International Inc";"Industrials";"Farm & Heavy Construction Machinery";"8,3";"USA";35066;"0,05";"-2.30";"-0.49";"-0.72";"-0.43";"-0.69";NA
"MO";"Altria Group Inc";"Consumer Defensive";"Tobacco Products";"49,7";"USA";5915038;"2,45";"7.28";"5.31";"3.68";"-0.70";"2.40";NA
"MOBQ";"Mobiquity Technologies Inc";"Communication Services";"Media - Diversified";"6,75";"USA";1193;"-5,02";"-52.00";"-22.26";"-72.00";"-22.55";"-5.92";NA
"MODN";"Model N Inc";"Technology";"Software";"34,45";"USA";184808;"-0,78";"-1.21";"-1.38";"-0.93";"-0.60";"-0.40";NA
"MODV";"ModivCare Inc";"Healthcare";"Healthcare Providers & Services";"196,37";"USA";49109;"4,55";"5.21";"3.12";"-1.95";"-0.26";"2.37";NA
"MODVF";"Melcor Developments Ltd";"Real Estate";"Real Estate";"9,87";"Canada";1303;"0,05";"0.78";"0.90";"1.43";"0.86";"0.27";NA
"MOFG";"MidWestOne Financial Group Inc";"Financial Services";"Banks";"28,93";"USA";28815;"2,24";"1.78";"1.55";"2.48";"2.93";"0.41";NA
"MOG.A";"Moog Inc";"Industrials";"Aerospace & Defense";"79,13";"USA";98311;"1,4";"3.47";"3.90";"2.64";"4.96";"0.28";NA
"MOGO";"Mogo Inc";"Technology";"Software";"5,36";"Canada";1504853;"0,01";"-0.71";"-0.84";"-0.72";"-0.32";"-0.37";NA
"MOH";"Molina Healthcare Inc";"Healthcare";"Healthcare Plans";"267,76";"USA";263865;"10,71";"0.92";"-9.07";"10.61";"11.47";"11.23";NA
"MOMO";"Hello Group Inc";"Communication Services";"Interactive Media";"12,73";"China";2877744;"1,43";"0.70";"1.57";"1.92";"1.93";"1.48";NA
"MONDF";"Mondi PLC";"Basic Materials";"Forest Products";"29,01";"UK";713;"1,45";"1.39";"1.63";"1.93";"1.86";"1.46";NA
"MONOY";"MonotaRO Co Ltd";"Industrials";"Industrial Products";"22,09";"Japan";19531;"0,29";"0.11";"0.15";"0.17";"0.20";"0.27";NA
"MONRF";"Moncler SpA";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"63,8";"Italy";300;"1,82";"0.82";"1.16";"1.49";"1.58";"1.44";NA
"MORN";"Morningstar Inc";"Financial Services";"Capital Markets";"268,34";"USA";78175;"5,53";"3.72";"3.18";"4.25";"3.52";"5.18";NA
"MOS";"The Mosaic Co";"Basic Materials";"Agriculture";"32,3";"USA";3511286;"3,7";"0.85";"-0.31";"1.22";"-2.78";"1.75";NA
"MOST";"MobileSmith Inc";"Healthcare";"Healthcare Providers & Services";"4,19";"USA";4787;"-4";"-0.38";"-0.25";"-0.29";"-0.39";"-3.83";NA
"MOSY";"MoSys Inc";"Technology";"Semiconductors";"6,38";"USA";716833;"-0,95";"-97.20";"-29.07";"-14.82";"-1.19";"-1.32";NA
"MOXC";"Moxian (BVI) Inc";"Communication Services";"Interactive Media";"7,35";"Hong Kong";3675073;"-0,12";"-0.85";"-1.05";"-0.65";"0.01";NA;NA
"MPAD";"Micropac Industries Inc";"Technology";"Hardware";"14,5";"USA";843;"0,49";"0.09";"0.55";"0.56";"1.44";"0.57";NA
"MPB";"Mid Penn Bancorp Inc";"Financial Services";"Banks";"26,12";"USA";28976;"3,87";"1.85";"1.67";"1.48";"2.09";"3.10";NA
"MPC";"Marathon Petroleum Corp";"Energy";"Oil & Gas";"59,06";"USA";5474396;"11,56";"2.21";"6.70";"5.28";"3.97";"-15.13";NA
"MPFRF";"Mapfre SA";"Financial Services";"Insurance";"2,13";"Spain";557;"0,24";"0.26";"0.27";"0.19";"0.22";"0.21";NA
"MPGPF";"PageGroup PLC";"Industrials";"Business Services";"8,52";"UK";272;"0,15";"0.29";"0.35";"0.41";"0.42";"-0.02";NA
"MPHYF";"McPhy Energy SA";"Industrials";"Industrial Products";"19,2";"France";291;"-0,6";"-0.92";"-0.81";"-0.85";"-0.47";"-0.41";NA
"MPLX";"MPLX LP";"Energy";"Oil & Gas";"28,58";"USA";1866236;"2,58";NA;"1.06";"2.29";"1.00";"-0.80";NA
"MPNGF";"Meituan";"Consumer Cyclical";"Retail - Cyclical";"31,32";"China";176971;"0,12";"-0.15";"-0.52";"-6.16";"0.05";"0.12";NA
"MPSYF";"MorphoSys AG";"Healthcare";"Biotechnology";"51,6";"Germany";525;"-3,79";"-2.41";"-2.85";"-2.04";"-3.62";"3.61";NA
"MPW";"Medical Properties Trust Inc";"Real Estate";"REITs";"20,35";"USA";4186371;"0,92";"0.86";"0.82";"2.76";"0.87";"0.81";NA
"MPWR";"Monolithic Power Systems Inc";"Technology";"Semiconductors";"496,32";"USA";355635;"4,19";"1.26";"1.50";"2.36";"2.38";"3.50";NA
"MPX";"Marine Products Corp";"Consumer Cyclical";"Vehicles & Parts";"14,02";"USA";28240;"0,81";"0.44";"0.55";"0.83";"0.83";"0.57";NA
"MRAM";"Everspin Technologies Inc";"Technology";"Semiconductors";"7,44";"USA";114612;"-0,3";"-3.53";"-1.69";"-1.08";"-0.85";"-0.45";NA
"MRBK";"Meridian Corp";"Financial Services";"Banks";"29,13";"USA";12686;"5,97";"1.60";"0.49";"1.27";"1.63";"4.27";NA
"MRC";"MRC Global Inc";"Energy";"Oil & Gas";"8,18";"USA";326721;"-0,3";"-1.10";"0.27";"0.54";"0.18";"-3.63";NA
"MRCBF";"Morguard Corp";"Real Estate";"Real Estate";"107,42";"Canada";160;"-2,37";"10.84";"20.44";"20.81";"12.58";"-6.89";NA
"MRCC";"Monroe Capital Corp";"Financial Services";"Banks";"10,87";"USA";45723;"1,99";"1.68";"0.65";"0.29";"0.94";"0.08";NA
"MREO";"Mereo BioPharma Group PLC";"Healthcare";"Biotechnology";"2,77";"UK";1037967;"-7,34";"-3.93";"-3.75";"-2.85";"-2.56";"-3.23";NA
"MRETF";"Martinrea International Inc";"Consumer Cyclical";"Vehicles & Parts";"9,64";"Canada";4176;"1,5";"0.80";"1.44";"1.59";"1.66";"-0.27";NA
"MRIN";"Marin Software Inc";"Technology";"Software";"6,37";"USA";7935393;"-1,31";"-3.01";"-5.59";"-7.13";"-1.95";"-1.91";NA
"MRK";"Merck & Co Inc";"Healthcare";"Drug Manufacturers";"77,03";"USA";8735936;"2,19";"1.41";"0.87";"2.32";"3.81";"2.78";NA
"MRKR";"Marker Therapeutics Inc";"Healthcare";"Biotechnology";"1,91";"USA";571289;"-0,63";"-0.72";"-1.16";"-7.75";"-0.47";"-0.61";NA
"MRLN";"Marlin Business Services Corp";"Financial Services";"Credit Services";"22,17";"USA";32129;"2,92";"1.38";"2.01";"2.00";"2.20";"0.03";NA
"MRNA";"Moderna Inc";"Healthcare";"Biotechnology";"379";"USA";22063658;"8,02";"-0.78";"-0.91";"-4.95";"-1.55";"-1.96";NA
"MRNS";"Marinus Pharmaceuticals Inc";"Healthcare";"Biotechnology";"12,47";"USA";215646;"-2,45";"-5.88";"-3.20";"-3.60";"-3.97";"-2.80";NA
"MRO";"Marathon Oil Corp";"Energy";"Oil & Gas";"11,7";"USA";15261288;"-0,69";"-2.61";"-6.73";"1.29";"0.59";"-1.83";NA
"MRPRF";"Merlin Properties SOCIMI SA";"Real Estate";"REITs";"10,49";"Spain";1966;"0,45";"1.71";"2.78";"2.07";"1.33";"0.15";NA
"MRRTY";"Marfrig Global Foods SA";"Consumer Defensive";"Consumer Packaged Goods";"4,05";"Brazil";24466;"1,07";"-0.39";"-0.24";"0.58";"0.09";"0.92";NA
"MRSKF";"Dmg Mori Co Ltd";"Industrials";"Industrial Products";"16,7";"Japan";1227;"0,51";"-0.58";"1.02";"1.28";"1.27";NA;NA
"MRSN";"Mersana Therapeutics Inc";"Healthcare";"Biotechnology";"13,79";"USA";629823;"-1,85";"-0.78";"-3.22";"-2.79";"-0.65";"-1.43";NA
"MRTN";"Marten Transport Ltd";"Industrials";"Transportation";"16,01";"USA";280686;"0,94";"0.41";"1.10";"0.67";"0.74";"0.84";NA
"MRTX";"Mirati Therapeutics Inc";"Healthcare";"Biotechnology";"168,05";"USA";328617;"-9,94";"-4.20";"-2.78";"-3.19";"-5.69";"-7.96";NA
"MRUS";"Merus NV";"Healthcare";"Biotechnology";"26,43";"Netherlands";216484;"-2,69";"-3.77";"-4.04";"-1.27";"-2.28";"-2.92";NA
"MRVFF";"Nuvo Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";"1,06";"Canada";6744;"-1,2";"0.27";"0.09";"-0.40";"-0.39";"-0.28";NA
"MRVSY";"Minerva SA";"Consumer Defensive";"Consumer Packaged Goods";"6";"Brazil";1429;"0,69";"0.97";"-1.52";"-3.43";"0.04";"1.03";NA
"MRZM";"Marizyme Inc";"Healthcare";"Biotechnology";"1,9";"USA";490;"-0,31";"-0.78";"-0.52";"-0.04";"-0.05";"-0.22";NA
"MS";"Morgan Stanley";"Financial Services";"Capital Markets";"104,37";"USA";8511851;"7,51";"2.92";"3.07";"4.73";"5.19";"6.46";NA
"MSA";"MSA Safety Inc";"Industrials";"Business Services";"159,53";"USA";64888;"2,58";"2.42";"0.67";"3.18";"3.48";"3.05";NA
"MSBI";"Midland States Bancorp Inc";"Financial Services";"Banks";"25,19";"USA";71903;"2,05";"2.17";"0.87";"1.66";"2.26";"0.95";NA
"MSC";"Studio City International Holdings Ltd";"Consumer Cyclical";"Travel & Leisure";"9,44";"Hong Kong";59934;"-3,35";"-3.27";"-1.03";"-0.45";"0.56";"-4.41";NA
"MSCI";"MSCI Inc";"Financial Services";"Capital Markets";"637,39";"USA";262021;"8,38";"2.70";"3.31";"5.66";"6.59";"7.12";NA
"MSEX";"Middlesex Water Co";"Utilities";"Utilities - Regulated";"110";"USA";222670;"2,2";"1.38";"1.38";"1.96";"2.01";"2.18";NA
"MSI";"Motorola Solutions Inc";"Technology";"Hardware";"243,49";"USA";628765;"6,65";"3.24";"-0.95";"5.62";"4.95";"5.45";NA
"MSIXF";"LifeWorks Inc";"Technology";"Software";"28,06";"Canada";100;"-0,27";"0.37";"0.46";"0.27";"0.21";"0.63";NA
"MSLP";"MusclePharm Corp";"Consumer Defensive";"Consumer Packaged Goods";"1,03";"USA";14672;"0";"-0.26";"-0.79";"-0.72";"-0.92";"0.08";NA
"MSM";"MSC Industrial Direct Co Inc";"Industrials";"Industrial Distribution";"84,78";"USA";276812;"3,63";"3.77";"4.05";"5.80";"5.20";"4.51";NA
"MSPAF";"Growens SPA";"Technology";"Software";"5,59";"Italy";600;"0,04";"0.08";"0.05";"0.10";"0.09";"0.05";NA
"MSTR";"MicroStrategy Inc";"Technology";"Software";"698,53";"USA";842518;"-43,32";"8.01";"1.58";"1.97";"3.33";"-0.78";NA
"MTAGF";"Ceconomy AG";"Consumer Cyclical";"Retail - Cyclical";"4,5";"Germany";500;"0,62";"2.05";"4.02";"-0.75";"0.37";"-0.77";NA
"MTB";"M&T Bank Corp";"Financial Services";"Banks";"138,15";"USA";889444;"13,01";"7.78";"8.70";"12.74";"13.75";"9.94";NA
"MTBC";"CareCloud Inc";"Healthcare";"Healthcare Providers & Services";"8,24";"USA";97468;"-1,35";"-0.95";"-0.69";"-0.59";"-0.60";"-1.79";NA
"MTC";"MMTEC Inc";"Technology";"Software";"1,49";"China";218349;"-0,16";"-0.03";"-0.05";"-0.12";"-0.11";"-0.16";NA
"MTCH";"Match Group Inc";"Communication Services";"Interactive Media";"138,19";"USA";3192272;"1,97";"-0.24";"1.47";"3.05";"2.08";"0.49";NA
"MTCPY";"MTR Corp Ltd";"Industrials";"Transportation";"17,39";"Hong Kong";1100;"-0,12";"0.67";"1.08";"1.01";"0.75";"-0.30";NA
"MTD";"Mettler-Toledo International Inc";"Healthcare";"Medical Diagnostics & Research";"1591,59";"USA";84390;"29,88";"14.22";"14.24";"19.88";"22.47";"24.91";NA
"MTDR";"Matador Resources Co";"Energy";"Oil & Gas";"28,34";"USA";1361734;"-1,75";"-1.07";"1.23";"2.41";"0.75";"-5.11";NA
"MTEM";"Molecular Templates Inc";"Healthcare";"Biotechnology";"6,53";"USA";164881;"-1,83";"-3.74";"-2.11";"-1.02";"-1.86";"-2.20";NA
"MTEX";"Mannatech Inc";"Consumer Defensive";"Consumer Packaged Goods";"34";"USA";12530;"3,13";"-0.22";"-0.66";"-1.53";"1.35";"2.77";NA
"MTG";"MGIC Investment Corp";"Financial Services";"Insurance";"15,24";"USA";2305874;"1,69";"0.86";"0.95";"1.78";"1.85";"1.29";NA
